First_name,Last_name,DOB,Gender,Type,Term_start,Term_end,State
Tim,Hall,1925-06-11,M,rep,1975-01-14,1977-01-03,IL
James,Hastings,1926-04-10,M,rep,1969-01-03,1971-01-03,NY
Philip,Hayes,1940-09-01,M,rep,1975-01-14,1977-01-03,IN
Wayne,Hays,1911-05-13,M,rep,1949-01-03,1951-01-03,OH
Kenneth,Hechler,1914-09-20,M,rep,1959-01-07,1961-01-03,WV
Henry,Helstoski,1925-03-21,M,rep,1965-01-04,1967-01-03,NJ
David,Henderson,1921-04-16,M,rep,1961-01-03,1963-01-03,NC
Floyd,Hicks,1915-05-29,M,rep,1965-01-04,1967-01-03,WA
Andrew,Hinshaw,1923-08-04,M,rep,1973-01-03,1975-01-03,CA
Allan,Howe,1927-09-06,M,rep,1975-01-14,1977-01-03,UT
William,Hungate,1922-12-14,M,rep,1963-01-09,1965-01-03,MO
J.,Hutchinson,1914-10-13,M,rep,1963-01-09,1965-01-03,MI
Felix,Hébert,1901-10-12,M,rep,1941-01-03,1943-01-03,LA
John,Jarman,1915-07-17,M,rep,1951-01-03,1953-01-03,OK
Jacob,Javits,1904-05-18,M,rep,1947-01-03,1949-01-03,NY
Albert,Johnson,1906-04-17,M,rep,1963-01-09,1965-01-03,PA
Robert,Jones,1912-06-12,M,rep,1947-01-03,1949-01-03,AL
Joseph,Karth,1922-08-26,M,rep,1959-01-07,1961-01-03,MN
John,Kluczynski,1896-02-15,M,rep,1951-01-03,1953-01-03,IL
Phillip,Landrum,1907-09-10,M,rep,1953-01-03,1955-01-03,GA
Jerry,Litton,1937-05-12,M,rep,1973-01-03,1975-01-03,MO
Torbert,Macdonald,1917-06-06,M,rep,1955-01-05,1957-01-03,MA
Ray,Madden,1892-02-25,M,rep,1943-01-06,1945-01-03,IN
Warren,Magnuson,1905-04-12,M,rep,1937-01-05,1939-01-03,WA
John,McCollister,1921-06-10,M,rep,1971-01-21,1973-01-03,NE
George,McGovern,1922-07-19,M,rep,1957-01-03,1959-01-03,SD
Edward,Mezvinsky,1937-01-17,M,rep,1973-01-03,1975-01-03,IA
Wilbur,Mills,1909-05-24,M,rep,1939-01-03,1941-01-03,AR
Robert,Morgan,1925-10-05,M,sen,1975-01-14,1981-01-03,NC
Thomas,Morgan,1906-10-13,M,rep,1945-01-03,1947-01-03,PA
Charles,Mosher,1906-05-07,M,rep,1961-01-03,1963-01-03,OH
Gaylord,Nelson,1916-06-04,M,sen,1963-01-09,1969-01-03,WI
James,O’Hara,1925-11-08,M,rep,1959-01-07,1961-01-03,MI
Otto,Passman,1900-06-27,M,rep,1947-01-03,1949-01-03,LA
John,Patman,1893-08-06,M,rep,1929-04-15,1931-03-03,TX
Jerry,Pettis,1916-07-18,M,rep,1967-01-10,1969-01-03,CA
William,Randall,1909-07-16,M,rep,1959-01-07,1961-01-03,MO
Thomas,Rees,1925-03-26,M,rep,1965-01-04,1967-01-03,CA
Abraham,Ribicoff,1910-04-09,M,rep,1949-01-03,1951-01-03,CT
John,Roush,1920-09-12,M,rep,1959-01-07,1961-01-03,IN
Herman,Schneebeli,1907-07-07,M,rep,1959-01-07,1961-01-03,PA
Richard,Schweiker,1926-06-01,M,rep,1961-01-03,1963-01-03,PA
Garner,Shriver,1912-07-06,M,rep,1961-01-03,1963-01-03,KS
James,Stanton,1932-02-27,M,rep,1971-01-21,1973-01-03,OH
Alan,Steelman,1942-03-15,M,rep,1973-01-03,1975-01-03,TX
Sam,Steiger,1929-03-10,M,rep,1967-01-10,1969-01-03,AZ
Robert,Stephens,1913-08-14,M,rep,1961-01-03,1963-01-03,GA
Adlai,Stevenson,1930-10-10,M,sen,1970-01-01,1975-01-03,IL
Richard,Stone,1928-09-22,M,sen,1975-01-14,1981-01-03,FL
Williamson,Stuckey,1935-05-25,M,rep,1967-01-10,1969-01-03,GA
Leonor,Sullivan,1902-08-21,F,rep,1953-01-03,1955-01-03,MO
James,Symington,1927-09-28,M,rep,1969-01-03,1971-01-03,MO
Burt,Talcott,1920-02-22,M,rep,1963-01-09,1965-01-03,CA
Herman,Talmadge,1913-08-09,M,sen,1957-01-03,1963-01-03,GA
Roy,Taylor,1910-01-31,M,rep,1959-01-07,1961-01-03,NC
Richard,Vander Veen,1922-11-26,M,rep,1973-01-03,1975-01-03,MI
Joseph,Vigorito,1918-11-10,M,rep,1965-01-04,1967-01-03,PA
Milton,Young,1897-12-06,M,sen,1945-03-12,1951-01-03,ND
Pierre,du Pont,1935-01-22,M,rep,1971-01-21,1973-01-03,DE
Wendell,Anderson,1933-02-01,M,sen,1976-12-30,1978-12-29,MN
Clifford,Allen,1912-01-06,M,rep,1975-01-14,1977-01-03,TN
Joseph,Ammerman,1924-07-14,M,rep,1977-01-04,1979-01-03,PA
Herman,Badillo,1929-08-21,M,rep,1971-01-21,1973-01-03,NY
Robert,Bergland,1928-07-22,M,rep,1971-01-21,1973-01-03,MN
Michael,Blouin,1945-11-07,M,rep,1975-01-14,1977-01-03,IA
John,Breckinridge,1913-11-29,M,rep,1973-01-03,1975-01-03,KY
Garry,Brown,1923-08-12,M,rep,1967-01-10,1969-01-03,MI
J.,Burke,1913-01-14,M,rep,1967-01-10,1969-01-03,FL
James,Burke,1910-03-30,M,rep,1959-01-07,1961-01-03,MA
Yvonne,Burke,1932-10-05,F,rep,1973-01-03,1975-01-03,CA
Omar,Burleson,1906-03-19,M,rep,1947-01-03,1949-01-03,TX
Harry,Byrd,1914-12-20,M,sen,1965-11-12,1971-01-03,VA
Goodloe,Byron,1929-06-22,M,rep,1971-01-21,1973-01-03,MD
Howard,Cannon,1912-01-26,M,sen,1959-01-07,1965-01-03,NV
Bruce,Caputo,1943-08-07,M,rep,1977-01-04,1979-01-03,NY
Charles,Carney,1913-04-17,M,rep,1969-01-03,1971-01-03,OH
Elford,Cederberg,1918-03-06,M,rep,1953-01-03,1955-01-03,MI
Delwin,Clawson,1914-01-11,M,rep,1963-01-09,1965-01-03,CA
Robert,Cornell,1919-12-16,M,rep,1975-01-14,1977-01-03,WI
David,Cornwell,1945-06-14,M,rep,1977-01-04,1979-01-03,IN
John,Cunningham,1931-03-27,M,rep,1977-01-04,1979-01-03,WA
James,Delaney,1901-03-19,M,rep,1945-01-03,1947-01-03,NY
John,Dent,1908-03-10,M,rep,1957-01-03,1959-01-03,PA
Joshua,Eilberg,1921-02-12,M,rep,1967-01-10,1969-01-03,PA
Frank,Evans,1923-09-06,M,rep,1965-01-04,1967-01-03,CO
Walter,Flowers,1933-04-12,M,rep,1969-01-03,1971-01-03,AL
John,Flynt,1914-11-08,M,rep,1953-01-03,1955-01-03,GA
Donald,Fraser,1924-02-20,M,rep,1963-01-09,1965-01-03,MN
Louis,Frey,1934-01-11,M,rep,1969-01-03,1971-01-03,FL
Robert,Gammage,1938-03-13,M,rep,1977-01-04,1979-01-03,TX
Mark,Hannaford,1925-02-07,M,rep,1975-01-14,1977-01-03,CA
Michael,Harrington,1936-09-02,M,rep,1969-01-03,1971-01-03,MA
Samuel,Hayakawa,1906-07-18,M,sen,1977-01-04,1983-01-03,CA
Kaneaster,Hodges,1938-08-20,M,sen,1977-12-10,1979-01-03,AR
Hubert,Humphrey,1911-05-27,M,sen,1949-01-03,1955-01-03,MN
Barbara,Jordan,1936-02-21,F,rep,1973-01-03,1975-01-03,TX
William,Ketchum,1921-09-02,M,rep,1973-01-03,1975-01-03,CA
Martha,Keys,1930-08-10,F,rep,1975-01-14,1977-01-03,KS
Edward,Koch,1924-12-12,M,rep,1969-01-03,1971-01-03,NY
John,Krebs,1926-12-17,M,rep,1975-01-14,1977-01-03,CA
Joseph,LeFante,1928-09-08,M,rep,1977-01-04,1979-01-03,NJ
Robert,Leggett,1926-07-26,M,rep,1963-01-09,1965-01-03,CA
George,Mahon,1900-09-22,M,rep,1935-01-03,1937-01-03,TX
James,Mann,1920-04-27,M,rep,1969-01-03,1971-01-03,SC
John,McFall,1918-02-20,M,rep,1957-01-03,1959-01-03,CA
Lloyd,Meeds,1927-12-11,M,rep,1965-01-04,1967-01-03,WA
Ralph,Metcalfe,1910-05-29,M,rep,1971-01-21,1973-01-03,IL
Helen,Meyner,1929-03-05,F,rep,1975-01-14,1977-01-03,NJ
Dale,Milford,1926-02-18,M,rep,1973-01-03,1975-01-03,TX
John,Moss,1915-04-13,M,rep,1953-01-03,1955-01-03,CA
Edmund,Muskie,1914-03-28,M,sen,1959-01-07,1965-01-03,ME
Gary,Myers,1937-08-16,M,rep,1975-01-14,1977-01-03,PA
Robert,Nix,1898-08-09,M,rep,1957-01-03,1959-01-03,PA
Edward,Pattison,1932-04-29,M,rep,1975-01-14,1977-01-03,NY
Shirley,Pettis,1924-07-12,F,rep,1975-04-29,1977-01-03,CA
Otis,Pike,1921-08-31,M,rep,1961-01-03,1963-01-03,NY
William,Poage,1899-12-28,M,rep,1937-01-05,1939-01-03,TX
Albert,Quie,1923-09-18,M,rep,1957-01-03,1959-01-03,MN
Theodore,Risenhoover,1934-11-03,M,rep,1975-01-14,1977-01-03,OK
Paul,Rogers,1921-06-04,M,rep,1955-01-05,1957-01-03,FL
Teno,Roncalio,1916-03-23,M,rep,1965-01-04,1967-01-03,WY
Frederick,Rooney,1925-11-06,M,rep,1963-01-09,1965-01-03,PA
Philip,Ruppe,1926-09-29,M,rep,1967-01-10,1969-01-03,MI
Leo,Ryan,1925-05-05,M,rep,1973-01-03,1975-01-03,CA
Ronald,Sarasin,1934-12-31,M,rep,1973-01-03,1975-01-03,CT
Harrison,Schmitt,1935-07-03,M,sen,1977-01-04,1983-01-03,NM
George,Shipley,1927-04-21,M,rep,1959-01-07,1961-01-03,IL
Robert,Sikes,1906-06-03,M,rep,1941-01-03,1943-01-03,FL
Bernice,Sisk,1910-12-14,M,rep,1955-01-05,1957-01-03,CA
Joe,Skubitz,1906-05-06,M,rep,1963-01-09,1965-01-03,KS
Newton,Steers,1917-01-13,M,rep,1977-01-04,1979-01-03,MD
William,Steiger,1938-05-15,M,rep,1967-01-10,1969-01-03,WI
Olin,Teague,1910-04-06,M,rep,1946-08-24,1947-01-03,TX
Charles,Thone,1924-01-04,M,rep,1971-01-21,1973-01-03,NE
Richard,Tonry,1935-06-25,M,rep,1977-01-04,1979-01-03,LA
James,Tucker,1943-06-13,M,rep,1977-01-04,1979-01-03,AR
Joseph,Waggonner,1918-09-07,M,rep,1961-01-03,1963-01-03,LA
William,Walsh,1912-07-11,M,rep,1973-01-03,1975-01-03,NY
Charles,Whalen,1920-07-31,M,rep,1967-01-10,1969-01-03,OH
Charles,Wiggins,1927-12-03,M,rep,1967-01-10,1969-01-03,CA
Harrison,Williams,1919-12-10,M,rep,1953-01-03,1955-01-03,NJ
Andrew,Young,1932-03-12,M,rep,1973-01-03,1975-01-03,GA
John,Young,1916-11-10,M,rep,1957-01-03,1959-01-03,TX
Maryon,Allen,1925-11-30,F,sen,1978-06-08,1978-11-07,AL
Paul,Hatfield,1928-04-29,M,sen,1978-01-22,1978-12-14,MT
Muriel,Humphrey,1912-02-20,F,sen,1978-01-25,1978-11-07,MN
Donald,Stewart,1940-02-08,M,sen,1978-11-08,1981-01-03,AL
Jerome,Ambro,1928-06-27,M,rep,1975-01-14,1977-01-03,NY
John,Anderson,1922-02-15,M,rep,1961-01-03,1963-01-03,IL
Thomas,Ashley,1923-01-11,M,rep,1955-01-05,1957-01-03,OH
Howard,Baker,1925-11-15,M,sen,1967-01-10,1973-01-03,TN
Alvin,Baldus,1926-04-27,M,rep,1975-01-14,1977-01-03,WI
Robert,Bauman,1937-04-04,M,rep,1973-01-03,1975-01-03,MD
Edward,Beard,1940-01-20,M,rep,1975-01-14,1977-01-03,RI
John,Brademas,1927-03-02,M,rep,1959-01-07,1961-01-03,IN
John,Buchanan,1928-03-19,M,rep,1965-01-04,1967-01-03,AL
William,Burlison,1931-03-15,M,rep,1969-01-03,1971-01-03,MO
Tim,Carter,1910-09-02,M,rep,1965-01-04,1967-01-03,KY
John,Cavanaugh,1945-08-01,M,rep,1977-01-04,1979-01-03,NE
James,Cleveland,1920-06-13,M,rep,1963-01-09,1965-01-03,NH
James,Corman,1920-10-20,M,rep,1961-01-03,1963-01-03,CA
Mendel,Davis,1942-10-23,M,rep,1971-01-21,1973-01-03,SC
Samuel,Devine,1915-12-21,M,rep,1959-01-07,1961-01-03,OH
Charles,Diggs,1922-12-02,M,rep,1955-01-05,1957-01-03,MI
Robert,Drinan,1920-11-15,M,rep,1971-01-21,1973-01-03,MA
Robert,Duncan,1920-12-04,M,rep,1963-01-09,1965-01-03,OR
Robert,Eckhardt,1913-07-16,M,rep,1967-01-10,1969-01-03,TX
Melvin,Evans,1917-08-07,M,rep,1979-01-15,1981-01-03,VI
Joseph,Fisher,1914-01-11,M,rep,1975-01-14,1977-01-03,VA
Daniel,Flood,1903-11-26,M,rep,1945-01-03,1947-01-03,PA
Robert,Giaimo,1919-10-15,M,rep,1959-01-07,1961-01-03,CT
Vonno,Gudger,1919-04-30,M,rep,1977-01-04,1979-01-03,NC
James,Hanley,1920-07-19,M,rep,1965-01-04,1967-01-03,NY
Herbert,Harris,1926-04-14,M,rep,1975-01-14,1977-01-03,VA
William,Harsha,1921-01-01,M,rep,1961-01-03,1963-01-03,OH
Elizabeth,Holtzman,1941-08-11,F,rep,1973-01-03,1975-01-03,NY
Walter,Huddleston,1926-04-15,M,sen,1973-01-03,1979-01-03,KY
John,Hutchinson,#N/A,M,rep,1979-01-15,1981-01-03,WV
Richard,Ichord,1926-06-27,M,rep,1961-01-03,1963-01-03,MO
John,Jenrette,1936-05-19,M,rep,1975-01-14,1977-01-03,SC
Roger,Jepsen,1928-12-23,M,sen,1979-01-15,1985-01-03,IA
Harold,Johnson,1907-12-02,M,rep,1959-01-07,1961-01-03,CA
James,Johnson,1930-06-02,M,rep,1973-01-03,1975-01-03,CO
Richard,Kelly,1924-07-31,M,rep,1975-01-14,1977-01-03,FL
Anthony,Leach,1934-03-30,M,rep,1979-01-15,1981-01-03,LA
James,Lloyd,1922-09-27,M,rep,1975-01-14,1977-01-03,CA
Gene,Maguire,1939-03-11,M,rep,1975-01-14,1977-01-03,NJ
Marvin,Mathis,1940-11-30,M,rep,1971-01-21,1973-01-03,GA
Mike,McCormack,1921-12-14,M,rep,1971-01-21,1973-01-03,WA
Robert,McEwen,1920-01-05,M,rep,1965-01-04,1967-01-03,NY
Koln,McKay,1925-02-23,M,rep,1971-01-21,1973-01-03,UT
Abner,Mikva,1926-01-21,M,rep,1969-01-03,1971-01-03,IL
William,Moorhead,1923-04-08,M,rep,1959-01-07,1961-01-03,PA
John,Murphy,1926-08-03,M,rep,1963-01-09,1965-01-03,NY
Morgan,Murphy,1932-04-16,M,rep,1971-01-21,1973-01-03,IL
Raphael,Musto,1929-03-30,M,rep,1979-01-15,1981-01-03,PA
Michael,Myers,1943-05-04,M,rep,1975-01-14,1977-01-03,PA
Lucien,Nedzi,1925-05-28,M,rep,1961-01-03,1963-01-03,MI
Edward,Patten,1905-08-22,M,rep,1963-01-09,1965-01-03,NJ
Charles,Percy,1919-09-27,M,sen,1967-01-10,1973-01-03,IL
Lunsford,Preyer,1919-01-11,M,rep,1969-01-03,1971-01-03,NC
Jennings,Randolph,1902-03-08,M,rep,1933-03-09,1935-01-03,WV
Herbert,Roberts,1913-03-28,M,rep,1961-01-03,1963-01-03,TX
William,Royer,1920-04-11,M,rep,1979-01-15,1981-01-03,CA
Harold,Runnels,1924-03-17,M,rep,1971-01-21,1973-01-03,NM
David,Satterfield,1920-12-02,M,rep,1965-01-04,1967-01-03,VA
Keith,Sebelius,1916-09-10,M,rep,1969-01-03,1971-01-03,KS
John,Slack,1915-03-18,M,rep,1959-01-07,1961-01-03,WV
Gladys,Spellman,1918-03-01,F,rep,1975-01-14,1977-01-03,MD
Edward,Stack,1910-04-29,M,rep,1979-01-15,1981-01-03,FL
Harley,Staggers,1907-08-03,M,rep,1949-01-03,1951-01-03,WV
Thomas,Steed,1904-03-02,M,rep,1949-01-03,1951-01-03,OK
Bennett,Stewart,1912-08-06,M,rep,1979-01-15,1981-01-03,IL
Frank,Thompson,1918-07-26,M,rep,1955-01-05,1957-01-03,NJ
John,Tower,1925-09-29,M,sen,1961-01-03,1967-01-03,TX
David,Treen,1928-07-16,M,rep,1973-01-03,1975-01-03,LA
Paul,Tsongas,1941-02-14,M,rep,1975-01-14,1977-01-03,MA
Albert,Ullman,1914-03-09,M,rep,1957-01-03,1959-01-03,OR
Lionel,Van Deerlin,1914-07-25,M,rep,1963-01-09,1965-01-03,CA
Charles,Vanik,1913-04-07,M,rep,1955-01-05,1957-01-03,OH
Charles,Wilson,1917-02-15,M,rep,1963-01-09,1965-01-03,CA
Robert,Wilson,1916-04-05,M,rep,1953-01-03,1955-01-03,CA
Lester,Wolff,1919-01-04,M,rep,1965-01-04,1967-01-03,NY
Joseph,Wyatt,1941-10-12,M,rep,1979-01-15,1981-01-03,TX
John,Wydler,1924-06-09,M,rep,1963-01-09,1965-01-03,NY
James,Abdnor,1923-02-13,M,rep,1973-01-03,1975-01-03,SD
Mark,Andrews,1926-05-19,M,rep,1963-01-09,1965-01-03,ND
Jean,Ashbrook,1934-09-21,F,rep,1981-01-05,1983-01-03,OH
John,Ashbrook,1928-09-21,M,rep,1961-01-03,1963-01-03,OH
Eugene,Atkinson,1927-04-05,M,rep,1979-01-15,1981-01-03,PA
Louis,Bafalis,1929-09-28,M,rep,1973-01-03,1975-01-03,FL
Donald,Bailey,1945-07-21,M,rep,1979-01-15,1981-01-03,PA
R.,Bailey,1940-07-30,M,rep,1981-01-05,1983-01-03,MO
Robin,Beard,1939-08-21,M,rep,1973-01-03,1975-01-03,TN
Cleveland,Benedict,1935-03-21,M,rep,1981-01-05,1983-01-03,WV
Adam,Benjamin,1935-08-06,M,rep,1977-01-04,1979-01-03,IN
Jonathan,Bingham,1914-04-24,M,rep,1965-01-04,1967-01-03,NY
James,Blanchard,1942-08-08,M,rep,1975-01-14,1977-01-03,MI
Richard,Bolling,1916-05-17,M,rep,1949-01-03,1951-01-03,MO
David,Bowen,1932-10-21,M,rep,1973-01-03,1975-01-03,MS
Jack,Brinkley,1930-12-22,M,rep,1967-01-10,1969-01-03,GA
William,Brodhead,1941-09-12,M,rep,1975-01-14,1977-01-03,MI
Clarence,Brown,1927-06-18,M,rep,1965-01-04,1967-01-03,OH
Clair,Burgener,1921-12-05,M,rep,1973-01-03,1975-01-03,CA
John,Burton,1932-12-15,M,rep,1973-01-03,1975-01-03,CA
Manley,Butler,1925-06-02,M,rep,1971-01-21,1973-01-03,VA
Gregory,Carman,1937-01-31,M,rep,1981-01-05,1983-01-03,NY
Shirley,Chisholm,1924-11-30,F,rep,1969-01-03,1971-01-03,NY
Donald,Clausen,1923-04-27,M,rep,1963-01-09,1965-01-03,CA
James,Collins,1916-04-29,M,rep,1967-01-10,1969-01-03,TX
William,Cotter,1926-07-18,M,rep,1971-01-21,1973-01-03,CT
James,Coyne,1946-11-17,M,rep,1981-01-05,1983-01-03,PA
Robert,Daniel,1936-03-17,M,rep,1973-01-03,1975-01-03,VA
George,Danielson,1915-02-20,M,rep,1971-01-21,1973-01-03,CA
Lawrence,DeNardis,1938-03-18,M,rep,1981-01-05,1983-01-03,CT
Huey,Deckard,1942-03-07,M,rep,1979-01-15,1981-01-03,IN
Jeremiah,Denton,1924-07-15,M,sen,1981-01-05,1987-01-03,AL
Edward,Derwinski,1926-09-15,M,rep,1959-01-07,1961-01-03,IL
Charles,Dougherty,1937-06-26,M,rep,1979-01-15,1981-01-03,PA
James,Dunn,1943-07-21,M,rep,1981-01-05,1983-01-03,MI
Thomas,Eagleton,1929-09-04,M,sen,1968-12-28,1969-01-03,MO
John,East,1931-05-05,M,sen,1981-01-05,1986-06-29,NC
David,Emery,1948-09-01,M,rep,1975-01-14,1977-01-03,ME
Arlen,Erdahl,1931-02-27,M,rep,1979-01-15,1981-01-03,MN
Allen,Ertel,1937-11-07,M,rep,1977-01-04,1979-01-03,PA
Billy,Evans,1941-11-10,M,rep,1977-01-04,1979-01-03,GA
David,Evans,1946-08-17,M,rep,1975-01-14,1977-01-03,IN
Thomas,Evans,1931-11-05,M,rep,1977-01-04,1979-01-03,DE
John,Fary,1911-04-11,M,rep,1975-01-14,1977-01-03,IL
Millicent,Fenwick,1910-02-25,F,rep,1975-01-14,1977-01-03,NJ
Paul,Findley,1921-06-23,M,rep,1961-01-03,1963-01-03,IL
Floyd,Fithian,1928-11-03,M,rep,1975-01-14,1977-01-03,IN
Lawrence,Fountain,1913-04-23,M,rep,1953-01-03,1955-01-03,NC
Ronald,Ginn,1934-05-31,M,rep,1973-01-03,1975-01-03,GA
Barry,Goldwater,1909-01-01,M,sen,1953-01-03,1959-01-03,AZ
Barry,Goldwater,1938-07-15,M,rep,1969-01-03,1971-01-03,CA
Wayne,Grisham,1923-01-10,M,rep,1979-01-15,1981-01-03,CA
Tennyson,Guyer,1913-11-29,M,rep,1973-01-03,1975-01-03,OH
Thomas,Hagedorn,1943-11-27,M,rep,1975-01-14,1977-01-03,MN
Gary,Hart,1936-11-28,M,sen,1975-01-14,1981-01-03,CO
Paula,Hawkins,1927-01-24,F,sen,1981-01-05,1987-01-03,FL
Margaret,Heckler,1931-06-21,F,rep,1967-01-10,1969-01-03,MA
Jon,Hinson,1942-03-16,M,rep,1979-01-15,1981-01-03,MS
Kenneth,Holland,1934-11-24,M,rep,1975-01-14,1977-01-03,SC
Harold,Hollenbeck,1938-12-29,M,rep,1977-01-04,1979-01-03,NJ
James,Jeffries,1925-06-01,M,rep,1979-01-15,1981-01-03,KS
Walter,Johnston,1936-03-03,M,rep,1981-01-05,1983-01-03,NC
Paul,Laxalt,1922-08-02,M,sen,1974-12-18,1975-01-03,NV
John,LeBoutillier,1953-05-26,M,rep,1981-01-05,1983-01-03,NY
Raymond,Lederer,1938-05-19,M,rep,1977-01-04,1979-01-03,PA
Gary,Lee,1933-08-18,M,rep,1979-01-15,1981-01-03,NY
Russell,Long,1918-11-03,M,sen,1948-01-01,1951-01-03,LA
Marc,Marks,1927-02-12,M,rep,1977-01-04,1979-01-03,PA
Charles,Mathias,1922-07-24,M,rep,1961-01-03,1963-01-03,MD
Mack,Mattingly,1931-01-07,M,sen,1981-01-05,1987-01-03,GA
James,Mattox,1943-08-29,M,rep,1977-01-04,1979-01-03,TX
Robert,McClory,1908-01-31,M,rep,1963-01-09,1965-01-03,IL
Paul,McCloskey,1927-09-29,M,rep,1967-01-10,1969-01-03,CA
Donald,Mitchell,1923-05-08,M,rep,1973-01-03,1975-01-03,NY
Anthony,Moffett,1944-08-18,M,rep,1975-01-14,1977-01-03,CT
Robert,Mollohan,1909-09-18,M,rep,1953-01-03,1955-01-03,WV
Ronald,Mottl,1934-02-06,M,rep,1975-01-14,1977-01-03,OH
John,Napier,1947-05-16,M,rep,1981-01-05,1983-01-03,SC
James,Nelligan,1929-02-14,M,rep,1981-01-05,1983-01-03,PA
Peter,Peyser,1921-09-07,M,rep,1971-01-21,1973-01-03,NY
Thomas,Railsback,1932-01-22,M,rep,1967-01-10,1969-01-03,IL
Henry,Reuss,1912-02-22,M,rep,1955-01-05,1957-01-03,WI
John,Rhodes,1916-09-18,M,rep,1953-01-03,1955-01-03,AZ
Frederick,Richmond,1923-11-15,M,rep,1975-01-14,1977-01-03,NY
Clint,Roberts,1935-01-30,M,rep,1981-01-05,1983-01-03,SD
John,Rousselot,1927-11-01,M,rep,1961-01-03,1963-01-03,CA
James,Santini,1937-08-13,M,rep,1975-01-14,1977-01-03,NV
Robert,Shamansky,1927-04-18,M,rep,1981-01-05,1983-01-03,OH
Albert,Smith,1931-08-31,M,rep,1981-01-05,1983-01-03,AL
Joseph,Smith,1920-01-24,M,rep,1981-01-05,1983-01-03,PA
John,Stanton,1924-02-20,M,rep,1965-01-04,1967-01-03,OH
David,Staton,1940-02-11,M,rep,1981-01-05,1983-01-03,WV
David,Stockman,1946-11-10,M,rep,1977-01-04,1979-01-03,MI
William,Wampler,1926-04-21,M,rep,1953-01-03,1955-01-03,VA
Edward,Weber,1931-07-26,M,rep,1981-01-05,1983-01-03,OH
Richard,White,1923-04-29,M,rep,1965-01-04,1967-01-03,TX
Leo,Zeferetti,1927-07-15,M,rep,1975-01-14,1977-01-03,NY
Nicholas,Brady,1930-04-11,M,sen,1982-04-12,1982-12-27,NJ
Donald,Albosta,1925-12-05,M,rep,1979-01-15,1981-01-03,MI
Ike,Andrews,1925-09-02,M,rep,1973-01-03,1975-01-03,NC
Edwin,Bethune,1935-12-19,M,rep,1979-01-15,1981-01-03,AR
Charles,Britt,1942-06-29,M,rep,1983-01-03,1985-01-03,NC
Phillip,Burton,1926-06-01,M,rep,1963-01-09,1965-01-03,CA
Lawton,Chiles,1930-04-03,M,sen,1971-01-21,1977-01-03,FL
Barber,Conable,1922-11-02,M,rep,1965-01-04,1967-01-03,NY
Thomas,Corcoran,1939-05-23,M,rep,1977-01-04,1979-01-03,IL
Baltasar,Corrada-del Río,1935-04-10,M,rep,1977-01-04,1979-01-03,PR
Daniel,Crane,1936-01-10,M,rep,1979-01-15,1981-01-03,IL
Norman,D’Amours,1937-10-14,M,rep,1975-01-14,1977-01-03,NH
William,Edwards,1928-09-20,M,rep,1965-01-04,1967-01-03,AL
John,Erlenborn,1927-02-08,M,rep,1965-01-04,1967-01-03,IL
Daniel,Evans,1925-10-16,M,sen,1983-09-08,1989-01-03,WA
Geraldine,Ferraro,1935-08-26,F,rep,1979-01-15,1981-01-03,NY
Edwin,Forsythe,1916-01-17,M,rep,1969-01-03,1971-01-03,NJ
Katie,Hall,1938-04-03,F,rep,1981-01-05,1983-01-03,IN
Kent,Hance,1942-11-14,M,rep,1979-01-15,1981-01-03,TX
George,Hansen,1930-09-14,M,rep,1965-01-04,1967-01-03,ID
Frank,Harrison,1940-02-02,M,rep,1983-01-03,1985-01-03,PA
Jacob,Hecht,1928-11-30,M,sen,1983-01-03,1989-01-03,NV
Jack,Hightower,1926-09-06,M,rep,1975-01-14,1977-01-03,TX
Henry,Jackson,1912-05-31,M,rep,1941-01-03,1943-01-03,WA
Abraham,Kazen,1919-01-17,M,rep,1967-01-10,1969-01-03,TX
Raymond,Kogovsek,1941-08-19,M,rep,1979-01-15,1981-01-03,CO
Elliott,Levitas,1930-12-26,M,rep,1975-01-14,1977-01-03,GA
Clarence,Long,1908-12-11,M,rep,1963-01-09,1965-01-03,MD
David,Marriott,1939-11-02,M,rep,1977-01-04,1979-01-03,UT
James,Martin,1935-12-11,M,rep,1973-01-03,1975-01-03,NC
Lawrence,McDonald,1935-04-01,M,rep,1975-01-14,1977-01-03,GA
James,McNulty,1925-10-18,M,rep,1983-01-03,1985-01-03,AZ
John,Melcher,1924-09-06,M,rep,1969-01-03,1971-01-03,MT
Joseph,Minish,1916-09-01,M,rep,1963-01-09,1965-01-03,NJ
Richard,Ottinger,1929-01-27,M,rep,1965-01-04,1967-01-03,NY
William,Patman,1927-03-26,M,rep,1981-01-05,1983-01-03,TX
Jerry,Patterson,1934-10-25,M,rep,1975-01-14,1977-01-03,CA
Carl,Perkins,1912-10-15,M,rep,1949-01-03,1951-01-03,KY
Joel,Pritchard,1925-05-05,M,rep,1973-01-03,1975-01-03,WA
William,Proxmire,1915-11-11,M,sen,1957-01-03,1959-01-03,WI
William,Ratchford,1934-05-24,M,rep,1979-01-15,1981-01-03,CT
James,Robinson,1916-05-14,M,rep,1971-01-21,1973-01-03,VA
Benjamin,Rosenthal,1923-06-08,M,rep,1961-01-03,1963-01-03,NY
Harold,Sawyer,1920-03-21,M,rep,1977-01-04,1979-01-03,MI
James,Shannon,1952-04-04,M,rep,1979-01-15,1981-01-03,MA
